SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m)
1, 0.0000, 0, 0.0149, 0.0306, -1.0156, 0.6483, 0.3001, -0.2425, 19.4095, 25.6065, -64.6887, -1.2636, 0.4402, 41.2438, 0.9358, 0.0117, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0025, 1, 0.0149, 0.0306, -1.0156, 0.6483, 0.3001, -0.2425, 19.4095, 25.6065, -64.6887, -1.2626, 0.4414, 41.2417, 0.9359, 0.0117, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0050, 2, 0.0153, 0.0292, -1.0162, -0.9247, -0.1285, 0.8798, 19.4095, 25.9281, -64.1041, -1.2639, 0.4407, 41.2424, 0.9359, 0.0117, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0075, 3, 0.0163, 0.0290, -1.0149, -0.9234, -0.1299, 1.0896, 19.4095, 25.9281, -64.1041, -1.2650, 0.4401, 41.2435, 0.9358, 0.0117, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0150, 4, 0.0149, 0.0282, -1.0152, 0.3666, -0.1834, 0.1139, 19.4095, 25.9281, -64.1041, -1.2656, 0.4399, 41.2424, 0.9359, 0.0117, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0175, 5, 0.0131, 0.0278, -1.0170, 0.4341, 0.0932, -0.2399, 19.5849, 25.8696, -64.2794, -1.2647, 0.4405, 41.2401, 0.9359, 0.0117, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0200, 6, 0.0133, 0.0309, -1.0158, -0.2865, 0.2930, -0.1044, 19.5849, 25.8696, -64.2794, -1.2684, 0.4422, 41.2382, 0.9359, 0.0117, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0225, 7, 0.0122, 0.0358, -1.0153, -0.6446, 0.2888, 0.1747, 19.5849, 25.8696, -64.2794, -1.2737, 0.4421, 41.2372, 0.9359, 0.0118, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0250, 8, 0.0152, 0.0457, -1.0140, -1.2884, 0.2124, 0.7341, 19.5849, 25.8696, -64.2794, -1.2806, 0.4419, 41.2377, 0.9359, 0.0118, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0275, 9, 0.0188, 0.0448, -1.0145, -2.2187, 0.1328, 1.5027, 19.5849, 25.8696, -64.2794, -1.2872, 0.4418, 41.2403, 0.9359, 0.0119, 0.0003, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0300, 10, 0.0171, 0.0271, -1.0140, -3.0054, -0.0135, 2.1328, 18.9126, 25.6650, -64.7764, -1.2926, 0.4407, 41.2443, 0.9358, 0.0119, 0.0004, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0325, 11, 0.0160, 0.0226, -1.0162, -2.5036, -0.0759, 1.7151, 18.9126, 25.6650, -64.7764, -1.2960, 0.4395, 41.2472, 0.9358, 0.0119, 0.0004, -0.3522, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0350, 12, 0.0159, 0.0262, -1.0121, -1.4981, -0.0670, 1.3673, 18.9126, 25.6650, -64.7764, -1.2974, 0.4385, 41.2490, 0.9358, 0.0119, 0.0004, -0.3523, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0375, 13, 0.0154, 0.0357, -1.0166, -1.5014, 0.0722, 1.0155, 18.9126, 25.6650, -64.7764, -1.3012, 0.4378, 41.2500, 0.9358, 0.0120, 0.0004, -0.3523, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0400, 14, 0.0149, 0.0351, -1.0162, -1.7214, 0.5502, 1.0079, 18.9126, 25.6650, -64.7764, -1.3049, 0.4379, 41.2510, 0.9358, 0.0120, 0.0004, -0.3523, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0425, 15, 0.0118, 0.0226, -1.0141, -2.0794, 0.6815, 1.4948, 20.0234, 25.4019, -65.0395, -1.3072, 0.4379, 41.2540, 0.9358, 0.0120, 0.0004, -0.3523, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0450, 16, 0.0132, 0.0177, -1.0141, -2.0755, 0.4738, 1.8476, 20.0234, 25.4019, -65.0395, -1.3087, 0.4376, 41.2578, 0.9358, 0.0120, 0.0004, -0.3523, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0475, 17, 0.0132, 0.0177, -1.0141, -2.0755, 0.4738, 1.8476, 20.0234, 25.4019, -65.0395, -1.3102, 0.4373, 41.2617, 0.9358, 0.0120, 0.0005, -0.3524, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0500, 18, 0.0162, 0.0297, -1.0152, -1.0641, -0.2701, 1.4411, 20.0234, 25.4019, -65.0395, -1.3112, 0.4360, 41.2645, 0.9358, 0.0120, 0.0005, -0.3524, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0525, 19, 0.0142, 0.0327, -1.0145, -0.4163, -0.4694, 1.1657, 20.0234, 25.4019, -65.0395, -1.3120, 0.4340, 41.2667, 0.9358, 0.0120, 0.0005, -0.3524, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0550, 20, 0.0158, 0.0306, -1.0151, -0.2063, 0.0812, 0.9480, 19.0588, 25.4896, -64.4256, -1.3126, 0.4351, 41.2674, 0.9358, 0.0121, 0.0005, -0.3524, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0575, 21, 0.0161, 0.0305, -1.0156, -0.3518, 0.2176, 0.8758, 19.0588, 25.4896, -64.4256, -1.3131, 0.4362, 41.2679, 0.9358, 0.0121, 0.0005, -0.3524, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0600, 22, 0.0157, 0.0306, -1.0152, -0.7134, 0.4207, 0.8720, 19.0588, 25.4896, -64.4256, -1.3139, 0.4369, 41.2685, 0.9358, 0.0121, 0.0005, -0.3524, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0625, 23, 0.0134, 0.0294, -1.0150, -1.5034, 0.4137, 1.1503, 19.0588, 25.4896, -64.4256, -1.3159, 0.4364, 41.2700, 0.9358, 0.0121, 0.0005, -0.3524, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0650, 24, 0.0138, 0.0288, -1.0146, -1.8580, 0.1342, 1.6433, 19.0588, 25.4896, -64.4256, -1.3186, 0.4353, 41.2728, 0.9358, 0.0121, 0.0005, -0.3525, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0675, 25, 0.0133, 0.0298, -1.0153, -1.9986, -0.0060, 1.9948, 19.6726, 25.4896, -63.8994, -1.3218, 0.4338, 41.2769, 0.9357, 0.0121, 0.0005, -0.3525, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0700, 26, 0.0149, 0.0285, -1.0152, -1.4920, -0.2770, 2.0698, 19.6726, 25.4896, -63.8994, -1.3235, 0.4320, 41.2811, 0.9357, 0.0121, 0.0005, -0.3525, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0725, 27, 0.0151, 0.0239, -1.0169, -0.8460, -0.2710, 1.7913, 19.6726, 25.4896, -63.8994, -1.3225, 0.4303, 41.2845, 0.9357, 0.0121, 0.0006, -0.3525, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0750, 28, 0.0149, 0.0314, -1.0172, -0.4936, 0.0108, 0.9485, 19.6726, 25.4896, -63.8994, -1.3235, 0.4303, 41.2856, 0.9357, 0.0121, 0.0006, -0.3526, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0775, 29, 0.0163, 0.0338, -1.0181, -0.4241, 0.1496, 0.7367, 19.6726, 25.4896, -63.8994, -1.3258, 0.4315, 41.2862, 0.9357, 0.0122, 0.0006, -0.3526, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0800, 30, 0.0154, 0.0315, -1.0153, -0.4968, 0.2856, 0.8045, 19.6726, 25.4896, -63.8994, -1.3267, 0.4323, 41.2870, 0.9357, 0.0122, 0.0006, -0.3526, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0825, 31, 0.0170, 0.0309, -1.0183, -1.2884, 0.4160, 1.0108, 19.9065, 25.4896, -65.0395, -1.3284, 0.4328, 41.2885, 0.9357, 0.0122, 0.0006, -0.3526, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0850, 32, 0.0163, 0.0402, -1.0156, -2.0791, 0.5455, 1.3570, 19.9065, 25.4896, -65.0395, -1.3336, 0.4331, 41.2911, 0.9357, 0.0122, 0.0006, -0.3526, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0875, 33, 0.0172, 0.0309, -1.0166, -2.3590, 0.2637, 2.2698, 19.9065, 25.4896, -65.0395, -1.3378, 0.4328, 41.2960, 0.9357, 0.0123, 0.0006, -0.3526, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0900, 34, 0.0138, 0.0266, -1.0195, -2.7889, 0.1230, 2.4110, 19.9065, 25.4896, -65.0395, -1.3424, 0.4317, 41.3013, 0.9357, 0.0123, 0.0006, -0.3527, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0925, 35, 0.0156, 0.0299, -1.0157, -1.7130, -0.1374, 1.4379, 19.9065, 25.4896, -65.0395, -1.3449, 0.4304, 41.3040, 0.9357, 0.0123, 0.0006, -0.3527, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0950, 36, 0.0156, 0.0299, -1.0157, -1.7130, -0.1374, 1.4379, 18.9711, 25.7235, -65.0102, -1.3473, 0.4290, 41.3061, 0.9356, 0.0123, 0.0006, -0.3527, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.0975, 37, 0.0139, 0.0305, -1.0206, -1.3593, 0.3466, 1.0816, 18.9711, 25.7235, -65.0102, -1.3489, 0.4285, 41.3073, 0.9356, 0.0123, 0.0007, -0.3527, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1000, 38, 0.0160, 0.0262, -1.0163, -1.7224, 0.6191, 0.9369, 18.9711, 25.7235, -65.0102, -1.3505, 0.4290, 41.3080, 0.9356, 0.0123, 0.0007, -0.3527, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1025, 39, 0.0147, 0.0287, -1.0175, -1.8630, 0.4789, 1.2885, 18.9711, 25.7235, -65.0102, -1.3530, 0.4289, 41.3098, 0.9356, 0.0124, 0.0007, -0.3528, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1050, 40, 0.0134, 0.0277, -1.0164, -2.2189, 0.2008, 1.5717, 18.9711, 25.7235, -65.0102, -1.3562, 0.4278, 41.3123, 0.9356, 0.0124, 0.0007, -0.3528, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1075, 41, 0.0152, 0.0290, -1.0168, -1.7107, -0.0041, 1.9954, 19.4680, 25.2558, -64.4256, -1.3583, 0.4267, 41.3163, 0.9356, 0.0124, 0.0007, -0.3528, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1100, 42, 0.0149, 0.0234, -1.0134, -1.0612, -0.4089, 1.7230, 19.4680, 25.2558, -64.4256, -1.3576, 0.4246, 41.3196, 0.9356, 0.0124, 0.0007, -0.3528, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1125, 43, 0.0148, 0.0349, -1.0141, -0.7767, -0.1997, 1.4407, 19.4680, 25.2558, -64.4256, -1.3593, 0.4232, 41.3222, 0.9356, 0.0124, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1150, 44, 0.0156, 0.0322, -1.0179, 0.0095, -0.0530, 0.7406, 19.4680, 25.2558, -64.4256, -1.3611, 0.4254, 41.3227, 0.9356, 0.0124, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1175, 45, 0.0151, 0.0297, -1.0136, 0.1503, 0.0192, 0.3202, 19.4680, 25.2558, -64.4256, -1.3630, 0.4304, 41.3221, 0.9356, 0.0125, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1200, 46, 0.0162, 0.0292, -1.0126, 0.0763, 0.3602, 0.4548, 19.7895, 25.7235, -65.2733, -1.3625, 0.4341, 41.3218, 0.9356, 0.0125, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1225, 47, 0.0148, 0.0317, -1.0139, -0.2833, 0.4254, 0.5930, 19.7895, 25.7235, -65.2733, -1.3634, 0.4355, 41.3220, 0.9356, 0.0125, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1250, 48, 0.0141, 0.0322, -1.0111, -1.0733, 0.4184, 0.8713, 19.7895, 25.7235, -65.2733, -1.3652, 0.4355, 41.3230, 0.9356, 0.0125, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1275, 49, 0.0157, 0.0305, -1.0150, -1.2851, 0.0732, 1.0859, 19.7895, 25.7235, -65.2733, -1.3669, 0.4350, 41.3247, 0.9356, 0.0125, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1300, 50, 0.0152, 0.0306, -1.0130, -0.9200, -0.3372, 1.3725, 19.7895, 25.7235, -65.2733, -1.3676, 0.4334, 41.3270, 0.9356, 0.0125, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1325, 51, 0.0149, 0.0329, -1.0128, -0.6357, -0.2636, 0.8824, 19.3511, 25.7527, -63.4317, -1.3691, 0.4325, 41.3277, 0.9356, 0.0125, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1350, 52, 0.0148, 0.0303, -1.0152, 0.0109, -0.3260, 0.6049, 19.3511, 25.7527, -63.4317, -1.3693, 0.4330, 41.3276, 0.9356, 0.0125, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1375, 53, 0.0154, 0.0320, -1.0166, 0.2207, -0.0465, -0.0284, 19.3511, 25.7527, -63.4317, -1.3758, 0.4404, 41.3256, 0.9356, 0.0126, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1400, 54, 0.0154, 0.0320, -1.0166, 0.2207, -0.0465, -0.0284, 19.3511, 25.7527, -63.4317, -1.3821, 0.4476, 41.3236, 0.9356, 0.0127, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1425, 55, 0.0156, 0.0335, -1.0162, -0.9297, 0.1482, 0.4560, 19.3511, 25.7527, -63.4317, -1.3846, 0.4480, 41.3231, 0.9356, 0.0127, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1450, 56, 0.0157, 0.0346, -1.0147, -1.5017, 0.0047, 0.8766, 19.2049, 26.0742, -64.8348, -1.3879, 0.4472, 41.3237, 0.9356, 0.0127, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1475, 57, 0.0137, 0.0334, -1.0183, -1.4244, -0.2720, 1.3705, 19.2049, 26.0742, -64.8348, -1.3902, 0.4450, 41.3256, 0.9356, 0.0127, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1500, 58, 0.0147, 0.0315, -1.0164, -0.7754, -0.4047, 1.3738, 19.2049, 26.0742, -64.8348, -1.3906, 0.4429, 41.3274, 0.9356, 0.0127, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1525, 59, 0.0148, 0.0354, -1.0134, -0.0571, -0.5342, 0.9575, 19.2049, 26.0742, -64.8348, -1.3919, 0.4414, 41.3280, 0.9356, 0.0127, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1550, 60, 0.0148, 0.0345, -1.0156, 0.1549, -0.3250, 0.6051, 19.2049, 26.0742, -64.8348, -1.3934, 0.4413, 41.3277, 0.9356, 0.0127, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1575, 61, 0.0144, 0.0335, -1.0149, 0.2225, -0.1164, 0.1825, 19.2049, 26.0742, -64.6302, -1.3981, 0.4443, 41.3262, 0.9356, 0.0128, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1600, 62, 0.0153, 0.0324, -1.0158, -0.0690, 0.1570, -0.0320, 19.2341, 25.7819, -64.6302, -1.4061, 0.4527, 41.3241, 0.9356, 0.0129, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1625, 63, 0.0139, 0.0301, -1.0160, -0.6436, 0.2199, 0.2457, 19.2341, 25.7819, -64.6302, -1.4069, 0.4532, 41.3230, 0.9356, 0.0129, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1650, 64, 0.0147, 0.0244, -1.0184, -1.1395, -0.0633, 1.1581, 19.2341, 25.7819, -64.6302, -1.4062, 0.4520, 41.3244, 0.9356, 0.0129, 0.0006, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1675, 65, 0.0153, 0.0464, -1.0057, -1.1265, -0.6879, 2.4264, 19.2341, 25.7819, -64.6302, -1.4099, 0.4491, 41.3293, 0.9356, 0.0129, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1700, 66, 0.0141, 0.0369, -1.0138, -1.4198, -0.6162, 1.6554, 19.2341, 25.7819, -64.6302, -1.4128, 0.4461, 41.3322, 0.9356, 0.0129, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1725, 67, 0.0144, 0.0329, -1.0163, -0.2760, -0.3968, 0.6753, 19.2926, 25.7819, -64.1625, -1.4135, 0.4450, 41.3323, 0.9356, 0.0129, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1750, 68, 0.0140, 0.0321, -1.0115, 0.5865, -0.3898, 0.4671, 19.2926, 25.7819, -64.1625, -1.4118, 0.4436, 41.3319, 0.9356, 0.0129, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1775, 69, 0.0126, 0.0317, -1.0140, 0.5830, -0.1825, 0.1842, 19.2926, 25.7819, -64.1625, -1.4110, 0.4429, 41.3307, 0.9356, 0.0129, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1800, 70, 0.0151, 0.0325, -1.0130, 0.4382, 0.0211, 0.3208, 19.2926, 25.7819, -64.1625, -1.4120, 0.4451, 41.3297, 0.9356, 0.0129, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1825, 71, 0.0144, 0.0347, -1.0162, 0.0799, 0.0849, 0.6688, 19.2926, 25.7819, -64.1625, -1.4147, 0.4465, 41.3297, 0.9356, 0.0129, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1850, 72, 0.0144, 0.0347, -1.0162, 0.0799, 0.0849, 0.6688, 19.2634, 25.6358, -63.8702, -1.4174, 0.4478, 41.3297, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1875, 73, 0.0158, 0.0358, -1.0139, -0.9220, -0.1993, 1.2305, 19.2634, 25.6358, -63.8702, -1.4195, 0.4467, 41.3314, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1900, 74, 0.0158, 0.0325, -1.0163, -0.3450, -0.3325, 1.2337, 19.2634, 25.6358, -63.8702, -1.4194, 0.4455, 41.3330, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1925, 75, 0.0153, 0.0335, -1.0172, 0.2295, -0.3273, 1.0249, 19.2634, 25.6358, -63.8702, -1.4185, 0.4445, 41.3340, 0.9356, 0.0130, 0.0007, -0.3530, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1950, 76, 0.0152, 0.0329, -1.0162, 0.4418, -0.2542, 0.5347, 19.2634, 25.6358, -63.8702, -1.4176, 0.4442, 41.3337, 0.9356, 0.0129, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.1975, 77, 0.0158, 0.0349, -1.0151, 0.5801, 0.1599, 0.1791, 19.0295, 25.7235, -64.5718, -1.4188, 0.4463, 41.3323, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2000, 78, 0.0139, 0.0359, -1.0158, 0.2890, 0.4328, 0.0345, 19.0295, 25.7235, -64.5718, -1.4223, 0.4483, 41.3305, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2025, 79, 0.0152, 0.0329, -1.0129, -0.2823, 0.1529, 0.3873, 19.0295, 25.7235, -64.5718, -1.4249, 0.4506, 41.3296, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2050, 80, 0.0156, 0.0341, -1.0173, -0.8565, 0.2153, 0.7349, 19.0295, 25.7235, -64.5718, -1.4266, 0.4507, 41.3297, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2075, 81, 0.0146, 0.0337, -1.0162, -0.7802, 0.0075, 1.1578, 19.0295, 25.7235, -64.5718, -1.4279, 0.4498, 41.3310, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2100, 82, 0.0157, 0.0351, -1.0163, -0.3426, -0.4708, 1.4456, 18.5034, 26.0158, -63.0225, -1.4283, 0.4480, 41.3324, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2125, 83, 0.0141, 0.0336, -1.0187, 0.3042, -0.6012, 1.0991, 18.5034, 26.0158, -63.0225, -1.4267, 0.4454, 41.3330, 0.9356, 0.0130, 0.0008, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2150, 84, 0.0173, 0.0330, -1.0178, 0.5133, -0.2533, 0.4649, 18.5034, 26.0158, -63.0225, -1.4255, 0.4460, 41.3317, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2175, 85, 0.0128, 0.0320, -1.0172, 0.7982, -0.0446, 0.2525, 18.5034, 26.0158, -63.0225, -1.4234, 0.4451, 41.3299, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2200, 86, 0.0134, 0.0348, -1.0181, 0.5797, 0.1603, 0.1091, 18.5034, 26.0158, -63.0225, -1.4244, 0.4455, 41.3276, 0.9356, 0.0130, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2225, 87, 0.0153, 0.0347, -1.0177, 0.0773, 0.0877, 0.2491, 19.1757, 25.8112, -64.0748, -1.4304, 0.4501, 41.3263, 0.9356, 0.0131, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2250, 88, 0.0162, 0.0324, -1.0139, -0.7140, 0.2856, 0.5943, 19.1757, 25.8112, -64.0748, -1.4314, 0.4509, 41.3260, 0.9356, 0.0131, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2275, 89, 0.0149, 0.0324, -1.0173, -1.1415, 0.0746, 1.0162, 19.1757, 25.8112, -64.0748, -1.4329, 0.4501, 41.3269, 0.9356, 0.0131, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2300, 90, 0.0149, 0.0324, -1.0173, -1.1415, 0.0746, 1.0162, 19.1757, 25.8112, -64.0748, -1.4343, 0.4493, 41.3278, 0.9356, 0.0131, 0.0007, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
1, 0.2325, 91, 0.0134, 0.0320, -1.0151, 0.4454, -0.5295, 0.7486, 19.1757, 25.8112, -64.0748, -1.4321, 0.4468, 41.3280, 0.9356, 0.0131, 0.0008, -0.3529, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
